year,horse_number,horse_name,age,weight,trainer,jockey,barrier,track_condition,distance,wins,places,recent_race_times,odds,finishing_position
2011,2,JUKEBOX JURY,8,57.0,Mark Johnston,Neil Callan,6,Heavy,3200,10,19,"[119.13639303067386, 121.6243936523463, 118.38587855806384, 120.61327787165574, 122.27745091338477]",,20
2011,20,SHAMROCKER,4,52.0,Danny O’Brien,Luke Nolen,23,Good,3200,2,6,"[120.36204593194962, 120.38260390659556, 118.36505913283806, 121.05369713577468, 121.35638928406091]",,21
2011,5,GLASS HARMONIUM,6,54.0,Michael Moroney,Lisa Cropp,22,Good,3200,2,19,"[120.4178956561219, 122.19935159646361, 119.46501725526306, 121.03284791629162, 122.53202035113473]",,22
2011,16,MODUN,5,53.0,Saeed Bin Suroor,Kerrin McEvoy,5,Heavy,3200,4,3,"[122.64541791172407, 119.72246369471291, 121.02394973076032, 122.74668132835957, 120.7888973225289]",,23
2012,14,GREEN MOON (IRE),4,53.5,Robert Hickmott,Brett Prebble,5,Soft,3200,5,12,"[118.53782459412574, 120.86790633119907, 121.68351613074155, 121.46817496337918, 120.16132018146835]",20.0,1
2012,11,FIORENTE (IRE),5,53.5,Gai Waterhouse,James McDonald,2,Good,3200,12,10,"[121.24348639707053, 122.28146069391069, 120.22770604962172, 120.66875834249394, 120.40606632598947]",31.0,2
2012,3,JAKKALBERRY (IRE),6,55.5,Marco Botti,Colm O’Donoghue,19,Soft,3200,9,8,"[119.3539178937574, 121.47468832846396, 122.24402529301122, 118.44644267710736, 119.31402254704362]",81.0,3
2012,24,KELINNI (IRE),7,51.0,Chris Waller,Glen Boss,10,Firm,3200,6,9,"[122.42451647127525, 118.09446983463341, 120.5894010435904, 120.21856358801642, 122.68216472828998]",19.0,4
2012,8,MOUNT ATHOS (IRE),4,54.0,Luca Cumani,Ryan Moore,8,Good,3200,14,19,"[121.14447890402998, 119.03498947717344, 121.12035683259288, 122.71249658547283, 119.36271893777952]",7.5,5
2012,13,GLENCADAM GOLD (IRE),6,53.5,Gai Waterhouse,Tommy Berry,7,Good,3200,4,4,"[118.95382978291943, 119.55914191243158, 119.00611667911609, 120.46464691515415, 122.80942231360338]",41.0,6
2012,16,MOURAYAN (IRE),4,53.5,Robert Hickmott,Hugh Bowman,3,Heavy,3200,13,9,"[118.45777434304085, 121.57736328617645, 121.90711980627874, 118.29621002438388, 122.23968021558372]",26.0,7
2012,4,RED CADEAUX (GB),6,55.5,Ed Dunlop,Michael Rodd,18,Soft,3200,3,14,"[119.51508398392916, 120.48955711014248, 121.57188840253528, 122.80236231644783, 118.74589398234379]",9.5,8
2012,21,PRECEDENCE (NZ),4,53.0,Bart Cummings,Blake Shinn,20,Good,3200,13,11,"[118.7120408495333, 120.66143801464256, 121.28966127346784, 122.14455237479297, 118.77706778303833]",101.0,9
2012,17,MY QUEST FOR PEACE (IRE),7,53.5,Luca Cumani,Corey Brown,1,Good,3200,9,19,"[121.60135258345748, 121.84786387334569, 121.91052239295587, 121.53826775662563, 120.2569943165948]",18.0,10
2012,2,AMERICAIN (USA),8,58.0,Alain de Royer Dupre,Damien Oliver,12,Soft,3200,12,15,"[119.8890588929746, 119.0754935285657, 120.62559717998904, 120.08313369952262, 121.35893636192026]",7.5,11
2012,7,CAVALRYMAN (GB),6,54.0,Saeed Bin Suroor,Frankie Dettori,6,Soft,3200,2,4,"[120.53106678255769, 119.47135360741348, 119.23812494602326, 122.54187735518973, 122.79968874535203]",31.0,12
2012,6,VOILA ICI (IRE),8,55.0,Peter G Moody,Vlad Duric,13,Heavy,3200,5,18,"[122.2134805255481, 119.58128655452542, 121.3877264994573, 122.1288061057637, 121.02075625217768]",101.0,13
2012,1,DUNADEN (FR),4,59.0,Mikel Delzangles,Craig Williams,16,Good,3200,11,7,"[118.09784765124898, 118.90463305943405, 118.91411569322892, 119.35946105994744, 121.1960283468178]",7.0,14
2012,18,NIWOT,6,53.5,"Michael, Wayne & John Hawkes",Dwayne Dunn,15,Good,3200,4,18,"[118.27785991263829, 120.60098967114243, 121.4043682873185, 119.96541660097664, 120.23550920346824]",71.0,15
2012,20,LIGHTS OF HEAVEN (NZ),6,53.0,Peter G Moody,Luke Nolen,17,Heavy,3200,5,6,"[120.92980613904459, 119.10467527242484, 119.07852192009582, 118.50381256310574, 122.32425501953007]",20.0,16
2012,5,WINCHESTER (USA),7,55.5,John Sadler,Jamie Mott,22,Good,3200,9,10,"[122.80462861324516, 118.6602257392805, 122.64789816506587, 120.17083550015396, 120.9170907772871]",61.0,17
2012,9,SANAGAS (GER),6,54.0,Bart Cummings,Nicholas Hall,4,Heavy,3200,9,7,"[121.41093443527727, 119.16906805048104, 120.89300262454789, 119.00221956387999, 122.29866466252018]",51.0,18
2012,15,MALUCKYDAY (NZ),5,53.5,"Michael, Wayne & John Hawkes",Jim Cassidy,9,Soft,3200,4,6,"[122.93339867465946, 120.77295371659655, 118.9413158996312, 122.62905536169768, 119.37460530609503]",17.0,19
2012,12,GALILEO’S CHOICE (IRE),5,53.5,Dermot K Weld,Patrick Smullen,11,Good,3200,14,17,"[121.28613816101912, 118.06685967560556, 118.4543519332408, 122.09693804849228, 118.56435210227016]",16.0,20
2012,22,UNUSUAL SUSPECT (USA),4,53.0,Michael Kent,Glyn Schofield,23,Good,3200,5,19,"[121.75257400942407, 121.80547409823538, 119.15392098385647, 118.83513729620219, 120.06179757736815]",151.0,21
2012,23,ZABEELIONAIRE (NZ),8,52.0,Leon Corstens,Craig Newitt,24,Good,3200,4,5,"[118.0121422360219, 121.80070924392788, 122.1080912660079, 120.77142272922181, 119.7438844069249]",51.0,22
2012,19,TAC DE BOISTRON (FR),5,53.5,Michael Kent,Olivier Doleuze,21,Soft,3200,7,5,"[122.94355138239374, 121.81509143271988, 121.99711900084344, 120.94218973313217, 122.73970459598453]",101.0,23
2012,10,ETHIOPIA,4,53.5,Pat Carey,Rhys McLeod,14,Soft,3200,4,16,"[121.690729621552, 121.91183989824108, 122.12871133216466, 120.92267252446904, 121.71195072816016]",21.0,24
2013,6,FIORENTE (IRE),5,55.0,Gai Waterhouse,Damien Oliver,5,Soft,3200,11,15,"[121.1577718292083, 119.79343591173662, 118.69300090129036, 120.67935840846029, 118.87538196335379]",7.0,1
2013,3,RED CADEAUX (GB),8,56.5,Ed Dunlop,Gerald Mosse,23,Soft,3200,10,8,"[120.46682285572504, 121.60298591836806, 122.31974522503228, 119.3005447445803, 120.85181668257763]",61.0,2
2013,15,MOUNT ATHOS (IRE),6,54.0,Luca Cumani,Craig Williams,22,Good,3200,4,14,"[119.84438815084535, 118.19475812803579, 119.39310284282918, 119.10574809161969, 121.00855106360603]",13.0,3
2013,19,SIMENON (IRE),8,53.5,William Mullins,Richard Hughes,12,Good,3200,4,8,"[119.83392831871828, 119.39068917896404, 118.63433987620155, 122.50751652168614, 118.84400932756442]",20.0,4
2013,8,DANDINO (GB),4,54.5,Marco Botti,Ryan Moore,4,Soft,3200,7,11,"[122.7789247115042, 122.22362668371832, 122.40260083353492, 118.87770280235546, 119.17130280187035]",10.0,5
2013,10,FAWKNER,8,54.5,Robert Hickmott,Nicholas Hall,8,Good,3200,8,11,"[118.97413758472304, 122.87031872831963, 121.62203228662315, 120.51572426655592, 122.05680536999]",16.0,6
2013,9,ETHIOPIA,5,54.5,Pat Carey,Rhys McLeod,14,Good,3200,12,12,"[120.10367712617746, 119.98127720218092, 119.5612479185355, 121.0674522044035, 121.85216678635884]",81.0,7
2013,5,BROWN PANTHER (GB),7,55.0,Tom Dascombe,Richard Kingscote,6,Good,3200,12,4,"[118.35490408927534, 121.7547586640299, 118.88735764171076, 119.16523740150141, 120.05623387152525]",20.0,8
2013,13,SUPER COOL,6,54.5,Mark Kavanagh,Corey Brown,13,Heavy,3200,8,8,"[121.86858236981787, 120.72254654210693, 119.32744560011034, 119.1560919642587, 122.99073839570875]",41.0,9
2013,17,VOLEUSE DE COEURS (IRE),4,54.0,Michael Moroney,James McDonald,21,Good,3200,8,14,"[121.7816586163912, 120.31221200759877, 122.10834620208351, 122.19569756165014, 118.31233776133153]",18.0,10
2013,1,DUNADEN (FR),8,58.5,Mikel Delzangles,Jamie Spencer,1,Heavy,3200,8,4,"[122.05490640573305, 121.70620412456802, 120.49074102249962, 121.91846894996435, 121.55581732704665]",61.0,11
2013,12,SEVILLE (GER),5,54.5,Robert Hickmott,Hugh Bowman,9,Good,3200,6,4,"[118.71466745640537, 122.38367651174951, 121.16928165828173, 121.56551667659431, 120.59296182557635]",18.0,12
2013,4,SEA MOON (GB),4,56.5,Robert Hickmott,Steven Arnold,7,Heavy,3200,14,8,"[120.3144236544109, 119.73973664959988, 118.53643178389011, 118.00896454419822, 120.78080296701049]",11.0,13
2013,16,ROYAL EMPIRE (IRE),8,54.0,Saeed Bin Suroor,Kerrin McEvoy,11,Good,3200,11,8,"[118.13660845452083, 122.35513334783104, 121.7827877405419, 119.45567096396162, 120.95542703665865]",21.0,14
2013,11,MOURAYAN (IRE),8,54.5,Robert Hickmott,Brenton Avdulla,19,Good,3200,13,11,"[121.13194322538564, 119.1147329114441, 122.61423921726497, 120.70274633540866, 120.39507117574598]",151.0,15
2013,20,IBICENCO (GER),5,53.0,Peter G Moody,Luke Nolen,17,Heavy,3200,9,9,"[122.48745534841292, 119.5535759568858, 119.28652123015311, 122.69501312238626, 121.30302510076324]",71.0,16
2013,7,FORETELLER (GB),6,55.0,Chris Waller,Craig Newitt,15,Firm,3200,3,6,"[122.04116414718386, 119.27868111829352, 118.67410456574781, 119.58036038817548, 122.35861787987002]",31.0,17
2013,14,MASKED MARVEL (GB),5,54.0,Robert Hickmott,Michael Rodd,2,Good,3200,4,18,"[119.67803989237153, 119.19923732549066, 119.69809276701876, 121.88457752104271, 122.28803752386082]",41.0,18
2013,22,DEAR DEMI,6,51.0,Clarry Conners,Chris Munce,16,Soft,3200,2,18,"[121.20055963896904, 120.4975358205591, 122.69172629540553, 121.56954864848707, 119.1285451232206]",21.0,19
2013,18,HAWKSPUR,4,53.5,Chris Waller,Jim Cassidy,18,Good,3200,11,3,"[121.55444961625838, 121.77615525387742, 121.83600660910801, 118.97724637441314, 120.76489194998537]",16.0,20
2013,2,GREEN MOON (IRE),5,57.5,Robert Hickmott,Brett Prebble,10,Good,3200,12,19,"[120.68578738795303, 119.57168243290029, 118.43313333495107, 122.91992329274778, 119.71401243314483]",31.0,21
2013,23,TRES BLUE (IRE),4,51.0,Gai Waterhouse,Tommy Berry,20,Soft,3200,11,3,"[118.16161905060196, 118.01956667756984, 122.32562907487616, 120.37698309812413, 118.53870937531308]",26.0,22
2013,24,RUSCELLO (IRE),8,50.0,Ed Walker,Chad Schofield (a),24,Good,3200,11,7,"[118.48654302367902, 122.82250360344497, 119.97086093505213, 118.60263092060447, 119.39424718611839]",51.0,23
2014,5,PROTECTIONIST (GER),7,56.5,Andreas Wohler,Ryan Moore,10,Soft,3200,14,17,"[120.70136171888038, 121.38911686685164, 119.05926537377032, 121.84590032670496, 120.64308826028507]",8.0,1
2014,4,RED CADEAUX (GB),5,57.0,Ed Dunlop,G Mosse,14,Soft,3200,13,14,"[118.62424368429718, 121.58258601611502, 122.23493604245499, 119.33799300826206, 122.7243951651363]",21.0,2
2014,12,WHO SHOT THEBARMAN (NZ),5,55.0,Chris Waller,Glen Boss,12,Firm,3200,10,7,"[119.85313530561022, 120.11222587760449, 118.38395324178587, 118.10793928954521, 118.87560716113522]",21.0,3
2014,24,SIGNOFF (IRE),4,51.0,Darren Weir,Joao Moreira,15,Firm,3200,4,12,"[120.41871822023197, 119.47534980556233, 122.54993533396117, 122.40494556041929, 122.208693979109]",8.0,4
2014,13,WILLING FOE (USA),6,55.0,Saeed Bin Suroor,James McDonald,16,Good,3200,6,17,"[122.93628226082897, 119.6371295122357, 118.35645666256839, 119.29591168419789, 120.85800713417278]",31.0,5
2014,15,PRECEDENCE (NZ),7,54.5,Bart & James Cummings,Michael Rodd,18,Good,3200,4,14,"[118.36754879795389, 120.20978695167818, 119.53448331965548, 118.38797183397162, 121.12512610746535]",81.0,6
2014,21,ARALDO (GB),6,53.0,Michael Moroney,Dwayne Dunn,22,Soft,3200,6,7,"[118.04955888710445, 118.64642348283682, 120.13476741525497, 118.54635267555615, 120.85922766989519]",21.0,7
2014,18,AU REVOIR (IRE),7,53.5,Andre Fabre,Glyn Schofield,21,Heavy,3200,14,10,"[119.3682490570261, 121.6428483138505, 122.66428713106092, 120.62527681273022, 122.4577965082711]",71.0,8
2014,7,SEISMOS (IRE),6,56.0,Marco Botti,Craig Newitt,1,Soft,3200,11,4,"[121.61289841808318, 121.49146483493172, 120.87277476176352, 118.35592445268506, 120.96176666373556]",91.0,9
2014,3,FAWKNER,8,57.0,Robert Hickmott,Nicholas Hall,8,Good,3200,9,12,"[120.65142524344297, 118.14547387585903, 118.9256848540462, 118.98208191342071, 118.524929469767]",8.5,10
2014,20,OPINION (IRE),6,53.5,Chris Waller,Tye Angland,13,Good,3200,8,19,"[121.71908944307972, 121.57356492848027, 119.74603533302299, 122.80509603617654, 122.51677750953098]",71.0,11
2014,10,GATEWOOD (GB),5,55.0,John Gosden,William Buick,20,Good,3200,3,4,"[121.82999276470014, 118.12662861414866, 120.70579615166425, 119.91843070864978, 120.12481297254821]",61.0,12
2014,22,LUCIA VALENTINA (NZ),7,53.0,Kris Lees,Kerrin McEvoy,2,Soft,3200,7,8,"[121.42959403170323, 120.4037620258385, 118.4058374660733, 120.45740963666375, 120.9977356674152]",7.0,13
2014,11,MUTUAL REGARD (IRE),8,55.0,Johnny Murtagh,Damien Oliver,11,Good,3200,9,13,"[119.69093831522115, 119.26985443631538, 121.31590994274583, 120.12406730409103, 121.3336406103971]",9.0,14
2014,16,BRAMBLES (NZ),7,54.0,Peter G Moody,Luke Nolen,19,Good,3200,2,11,"[120.16949787421139, 118.60461824837633, 121.18101691378182, 118.7036485780698, 121.67973138584146]",81.0,15
2014,23,UNCHAIN MY HEART,6,51.5,David Hayes & Tom Dabernig,Dean Yendall,4,Good,3200,6,3,"[122.35422136218466, 119.38909761263665, 121.59766699416403, 122.97971769037838, 119.6365594787905]",101.0,16
2014,14,MY AMBIVALENT (IRE),6,54.5,Roger Varian,Andrea Atzeni,3,Good,3200,7,10,"[122.55010584318626, 119.13425512107514, 118.10035914308735, 120.4624564285339, 121.25951975385429]",31.0,17
2014,8,JUNOOB (GB),6,55.5,Chris Waller,Hugh Bowman,6,Good,3200,8,15,"[120.50374070669898, 119.2911851808868, 122.00005162387569, 119.37454653376531, 119.40238426520419]",21.0,18
2014,19,LIDARI (FR),6,53.5,Peter G Moody,Ben Melham,9,Soft,3200,2,18,"[119.1624651339646, 119.7906345205894, 119.31945936731267, 118.82333975479705, 118.66117808699408]",71.0,19
2014,9,ROYAL DIAMOND (IRE),4,55.5,Johnny Murtagh,Steven Arnold,5,Good,3200,3,4,"[118.34348617778514, 119.0224456093102, 122.0324111664042, 119.60122950332372, 121.8508019345037]",101.0,20
2014,17,MR O’CEIRIN (NZ),8,54.0,Ciaron Maher,Chad Schofield,17,Good,3200,13,8,"[119.35016808031337, 122.3876154564672, 122.10982157179615, 121.38416801302634, 118.51144732110292]",201.0,21
2014,1,ADMIRE RAKTI (JPN),6,58.5,Tomoyuki Umeda,Zac Purton,7,Good,3200,6,18,"[119.11798564871557, 118.3267164458507, 119.53879429072191, 122.27411803778337, 120.50396363847368]",5.5,22
2015,19,PRINCE OF PENZANCE (NZ),5,53.0,Darren Weir,Ms Michelle Payne,1,Good,3200,8,11,"[121.56801986843345, 119.323833664773, 119.46968739697701, 122.80096677404848, 121.80336750709309]",101.0,1
2015,8,MAX DYNAMITE (FR),7,55.0,William Mullins,Frankie Dettori,2,Good,3200,12,8,"[119.80667678313247, 119.91511798064637, 122.00951576220581, 119.1479144509885, 119.64731406989283]",13.0,2
2015,2,CRITERION (NZ),6,57.5,David Hayes & Tom Dabernig,Michael Walker,4,Soft,3200,4,9,"[118.48725858379579, 120.67037593342401, 121.16346294150242, 119.60580128213316, 121.25801973204074]",19.0,3
2015,10,TRIP TO PARIS (IRE),7,55.0,Ed Dunlop,Tommy Berry,14,Good,3200,12,11,"[119.21592723542777, 119.32066266113509, 120.05763243105199, 118.26263340588245, 119.49261350482602]",6.0,4
2015,5,BIG ORANGE (GB),7,55.5,Michael Bell,Jamie Spencer,23,Good,3200,7,17,"[121.62859936894927, 122.85444479555464, 119.5557816821583, 118.03983435715607, 118.11174868194715]",61.0,5
2015,24,GUST OF WIND (NZ),6,51.0,John Sargent,Chad Schofield,19,Good,3200,11,10,"[118.70276921273728, 122.12989993285865, 121.01547350179436, 120.72606937886538, 121.75079509883291]",41.0,6
2015,23,EXCESS KNOWLEDGE (GB),4,51.0,Gai Waterhouse,Kerrin McEvoy,24,Good,3200,9,15,"[122.92755811817477, 120.07111887970807, 122.4507414256374, 118.53168738071584, 121.4994617956862]",31.0,7
2015,13,THE OFFER (IRE),5,54.0,Gai Waterhouse,Damien Oliver,13,Good,3200,12,3,"[122.92079758076676, 120.00468871439566, 119.59106056192589, 122.33174374028265, 122.23402348264979]",31.0,8
2015,16,QUEST FOR MORE (IRE),5,53.5,Roger Charlton,Damian Lane,21,Good,3200,5,11,"[119.67573514702387, 122.94685729292007, 122.99630957979565, 121.9312863031906, 118.41761101801505]",81.0,9
2015,4,OUR IVANHOWE (GER),8,56.0,Lee & Anthony Freedman,Ben Melham,22,Good,3200,14,3,"[120.08542479037676, 118.59574090005289, 122.30103700302001, 122.95996936348433, 118.08746082755371]",21.0,10
2015,11,WHO SHOT THEBARMAN (NZ),6,54.5,Chris Waller,Blake Shinn,6,Good,3200,2,13,"[122.74716778084706, 122.46775388587176, 118.36502060363438, 122.96576182870974, 118.5025541015916]",21.0,11
2015,21,SERTORIUS,6,52.5,Jamie Edwards,Craig Newitt,5,Good,3200,4,5,"[119.4674783335997, 121.24832057021847, 121.68099091299365, 118.90725939698459, 118.04719506528944]",101.0,12
2015,3,FAME GAME (JPN),4,57.0,Yoshitada Munakata,Zac Purton,12,Soft,3200,9,12,"[120.1663287281575, 122.2154557080364, 118.66545955127302, 121.25316216990653, 120.24616775467366]",5.0,13
2015,22,THE UNITED STATES (IRE),7,52.5,Robert Hickmott,Joao Moreira,3,Firm,3200,6,12,"[121.32520432456812, 121.93627134625808, 121.45660600097922, 119.53634254246164, 120.87036367062474]",21.0,14
2015,6,HARTNELL (GB),5,55.5,John O’Shea,James McDonald,17,Good,3200,14,13,"[122.63558298921245, 120.56201076950359, 119.48309370944487, 120.95357169819671, 118.98692334537711]",31.0,15
2015,20,BONDI BEACH (IRE),6,52.5,Aidan O’Brien,Brett Prebble,18,Soft,3200,7,14,"[122.48489446848367, 122.88430209017048, 120.3568152663132, 121.18699460206136, 119.41920718078367]",21.0,16
2015,7,HOKKO BRAVE (JPN),4,55.5,Yasutoshi Matsunaga,Craig Williams,20,Good,3200,11,13,"[119.3821489988194, 120.23427672130038, 121.08508374823367, 120.1442245684208, 122.61866271683733]",41.0,17
2015,17,ALMOONQITH (USA),6,53.0,David Hayes & Tom Dabernig,Dwayne Dunn,10,Good,3200,7,13,"[119.51121448868176, 121.7080796834795, 118.2595845832324, 121.583395951145, 121.61311754710812]",17.0,18
2015,18,KINGFISHER (IRE),8,53.0,Aidan O’Brien,Colm O’Donoghue,9,Good,3200,11,9,"[120.14186001271659, 118.58039516192565, 119.77482931357476, 122.16695683021307, 118.57925012951256]",61.0,19
2015,15,PREFERMENT (NZ),6,53.5,Chris Waller,Hugh Bowman,11,Good,3200,7,5,"[120.00637903167917, 119.75359420428936, 118.48642692460865, 121.20600511294214, 121.65827633980089]",9.0,20
2015,14,GRAND MARSHAL (GB),5,53.5,Chris Waller,Jim Cassidy,15,Good,3200,3,12,"[119.77767076528596, 118.72019809003905, 118.62724390340829, 118.69354887363085, 118.13834640017001]",61.0,21
2015,12,SKY HUNTER (GB),7,54.0,Saeed Bin Suroor,William Buick,7,Heavy,3200,5,3,"[119.2340569163533, 122.5195437093193, 119.88608187955067, 119.05218861256003, 118.8240572470227]",31.0,22
2015,1,SNOW SKY (GB),8,58.0,Sir Michael Stoute,Ryan Moore,16,Good,3200,13,17,"[119.98165752458054, 122.38571799822915, 119.14436178775313, 120.63057795944002, 118.72516850857497]",51.0,23
2016,17,ALMANDIN (GER),8,52.0,Robert Hickmott,Kerrin McEvoy,17,Soft,3200,2,6,"[121.25524962900919, 122.26761784785907, 118.53158113309057, 118.38183762598177, 120.0729449137301]",11.0,1
2016,13,HEARTBREAK CITY (FR),4,54.0,Tony Martin,Joao Moreira,23,Soft,3200,9,14,"[122.614755371509, 120.59075007645407, 119.49009721510829, 120.71189677627885, 118.81516180853941]",19.0,2
2016,6,HARTNELL (GB),4,56.0,John O’Shea,James McDonald,12,Heavy,3200,3,18,"[120.39098689649086, 120.04230340891588, 121.42367284883622, 121.77561026985643, 120.08295608698194]",,3
2016,23,QEWY (IRE),5,51.5,Charlie Appleby,Craig Williams,15,Soft,3200,7,5,"[120.79921212400656, 120.42213920095817, 122.62595911941649, 120.59691290064995, 118.73262185351486]",21.0,4
2016,7,WHO SHOT THEBARMAN (NZ),5,56.0,Chris Waller,Hugh Bowman,20,Good,3200,14,12,"[119.66318225158072, 122.24638933519958, 121.6864456392057, 119.15384152772205, 118.63096316215218]",26.0,5
2016,9,ALMOONQITH (USA),7,54.5,David & B Hayes & T Dabernig,Michael Walker,19,Good,3200,8,16,"[121.73921104532631, 120.54809615650743, 121.76364166367544, 118.88524104292895, 122.61913626417756]",,6
2016,16,BEAUTIFUL ROMANCE (GB),7,52.5,Saeed Bin Suroor,Damian Lane,1,Good,3200,9,12,"[120.40453797156, 121.72287973471195, 121.62171271314797, 120.89721038103546, 119.4431614467222]",71.0,7
2016,5,EXOSPHERIC (GB),7,56.0,Lee & Anthony Freedman,Damien Oliver,13,Good,3200,7,9,"[121.13907863267279, 121.80276593689732, 118.57374248226823, 122.2269711627913, 119.89196741567797]",21.0,8
2016,22,PENTATHLON (NZ),7,51.5,John Wheeler,Mark Du Plessis,4,Firm,3200,2,11,"[121.13207534867523, 121.70306229024209, 121.5764721897076, 122.98786872010132, 121.2582595544752]",81.0,9
2016,1,BIG ORANGE (GB),8,57.0,Michael Bell,James Spencer,7,Good,3200,9,13,"[120.49958780793285, 119.80407576412873, 120.13326998661374, 122.46143400199188, 122.08801659531457]",14.0,10
2016,11,GRAND MARSHAL (GB),5,54.5,Chris Waller,Ben Melham,9,Good,3200,8,15,"[119.6120648936902, 118.8746750115498, 120.1725531620606, 118.86312276803348, 119.45175037139803]",,11
2016,20,OCEANOGRAPHER (GB),4,52.0,Charlie Appleby,Chad Schofield,11,Firm,3200,6,9,"[119.80183645422193, 122.52823273931105, 120.85318531639784, 118.15025485654319, 120.55829336682835]",,12
2016,4,BONDI BEACH (IRE),8,56.0,Aidan O’Brien,Ryan Moore,5,Good,3200,4,19,"[119.34017392840323, 120.83753798673654, 119.56620229341297, 122.62693466616966, 119.63961246144862]",13.0,13
2016,19,GREY LION (IRE),4,52.0,Matt Cumani,Glen Boss,16,Heavy,3200,5,19,"[121.98554313634129, 120.51965109720113, 119.43419828683437, 122.36257087288948, 119.39310685465782]",41.0,14
2016,12,JAMEKA,5,54.5,Ciaron Maher,Nicholas Hall,3,Soft,3200,5,16,"[119.30737122214686, 121.55903091258334, 121.30584873474344, 119.08518144608637, 118.78221309104569]",8.5,15
2016,15,EXCESS KNOWLEDGE (GB),5,53.5,Gai Waterhouse & Adrian Bott,Vlad Duric,21,Good,3200,2,8,"[122.39592280995778, 118.7126061375787, 122.63250247475153, 120.80330169164435, 122.40818517196259]",61.0,16
2016,2,OUR IVANHOWE (GER),8,57.0,Lee & Anthony Freedman,Dwayne Dunn,6,Good,3200,5,13,"[120.66954018786068, 118.79368415082064, 122.62712459078645, 122.30735555387668, 118.50782754093511]",51.0,17
2016,14,SIR JOHN HAWKWOOD (IRE),4,54.0,John P Thompson,Blake Spriggs,14,Soft,3200,8,16,"[122.72053542184038, 122.90278883720235, 119.60734533435178, 122.00299001314148, 120.62300116350958]",81.0,18
2016,18,ASSIGN (IRE),5,52.0,Robert Hickmott,Ms Katelyn Mallyon,22,Good,3200,14,12,"[122.65438626171691, 118.15769935780904, 121.59677412689315, 122.1431269854829, 122.16242637303061]",51.0,19
2016,10,GALLANTE (IRE),6,54.5,Robert Hickmott,Blake Shinn,2,Soft,3200,5,16,"[120.18111877722068, 122.56670789008133, 122.44777589077404, 120.0344319859064, 118.9950828555822]",,20
2016,21,SECRET NUMBER (GB),4,52.0,Saeed Bin Suroor,Stephen Baster,10,Good,3200,8,16,"[119.87657909369597, 119.66668766046746, 118.13411471661492, 121.42732005090274, 122.60132203308137]",,21
2016,8,WICKLOW BRAVE (GB),7,56.0,William Mullins,Frankie Dettori,24,Good,3200,5,6,"[121.56888073774061, 122.83903336388848, 122.80314062678005, 120.19849726921623, 118.29492271960002]",16.0,22
2016,3,CURREN MIROTIC (JPN),4,56.5,Osamu Hirata,Tommy Berry,18,Firm,3200,13,16,"[118.09404483275422, 118.16328240196498, 118.58305540540582, 118.19538204271701, 121.55841994146553]",,23
2016,24,ROSE OF VIRGINIA (NZ),6,51.0,Lee & Shannon Hope,Ben E Thompson (a),8,Good,3200,4,5,"[118.86557784034184, 119.65258168002556, 118.3235507846079, 122.90530983806582, 119.04617633361197]",61.0,24
2017,22,REKINDLING (GB),5,51.5,Joseph O’Brien,Corey Brown,4,Good,3200,3,6,"[119.24222167948544, 118.81162480690196, 118.08820095051078, 120.10350905465083, 121.30855126730022]",15.0,1
2017,7,JOHANNES VERMEER (IRE),5,54.5,Aidan O’Brien,Ben Melham,3,Good,3200,6,17,"[119.48559869937144, 118.52008554333946, 121.84661260317105, 120.67892636478008, 118.68985401583437]",13.0,2
2017,9,MAX DYNAMITE (FR),5,54.0,William Mullins,Zac Purton,2,Good,3200,13,8,"[120.4058345880264, 119.15013537030617, 121.71114656215414, 121.21939563753583, 118.80352561512007]",20.0,3
2017,13,BIG DUKE (IRE),8,53.5,Darren Weir,Brenton Avdulla,5,Firm,3200,7,18,"[119.39653384724332, 121.38684623867495, 118.63127568663448, 119.94228680479563, 122.52062891725416]",21.0,4
2017,18,NAKEETA (GB),6,53.0,Iain Jardine,Glyn Schofield,19,Good,3200,5,5,"[118.60530003546471, 118.77243066532114, 119.15742784381135, 121.86133551300598, 121.85115193014211]",41.0,5
2017,21,THOMAS HOBSON (GB),8,52.0,William Mullins,Ben Allen (a),20,Good,3200,2,11,"[120.59113882079369, 120.13561379630181, 121.43673616631524, 121.61126476569022, 121.30531688490919]",21.0,6
2017,4,TIBERIAN (FR),8,55.5,Alain Couetil,Olivier Peslier,22,Good,3200,7,9,"[122.07151102010181, 118.5270389096488, 119.67826150943868, 120.19686747750882, 118.50091910374324]",31.0,7
2017,17,LIBRAN (IRE),7,53.0,Chris Waller,Dwayne Dunn,7,Good,3200,14,9,"[120.21896543343438, 119.89390926555058, 121.43587909173424, 119.16328625065518, 119.13557602999423]",61.0,8
2017,5,MARMELO (GB),4,55.0,Hughie Morrison,Hugh Bowman,16,Firm,3200,8,9,"[118.24224702701201, 121.72163142790464, 118.9298644696619, 118.24786637708942, 121.92239366389141]",7.0,9
2017,12,WICKLOW BRAVE (GB),6,54.0,William Mullins,Stephen Baster,8,Soft,3200,12,10,"[119.92760000065505, 118.16526293617355, 118.9343497191048, 122.74214731867013, 121.17304313215557]",71.0,10
2017,6,RED CARDINAL (IRE),4,55.0,Andreas Wohler,Kerrin McEvoy,23,Soft,3200,11,3,"[121.95001098445566, 121.05400577571355, 118.69490724028503, 118.73911742438142, 120.98426266416563]",16.0,11
